-0.223409 -4.431514 1.923132 1.171563 -0.033772 -0.053289 0.000000 101.300000 0.000000 21.798821 52.169382
-0.276123 -4.498566 1.858932 1.175019 -0.042604 -0.020348 0.000000 101.300000 0.000000 21.798821 52.169382
-0.196957 -4.466351 1.931087 1.182383 -0.048124 -0.045415 0.000000 101.300000 0.000000 21.798821 52.169382
-0.125788 -4.582706 2.013870 1.181737 -0.052960 -0.034185 0.000000 101.300000 0.000000 21.798821 52.169382
-0.220459 -4.688753 1.165223 1.185659 -0.047817 -0.024583 0.000000 101.300000 0.000000 21.798821 52.169382
-0.260193 -4.450388 1.720203 1.181461 -0.050735 -0.049258 0.000000 101.300000 0.000000 21.798821 52.169382
-0.214362 -4.483751 1.979556 1.174130 -0.041516 -0.025592 0.000000 101.300000 0.000000 21.798821 52.169382
-0.201618 -4.510678 1.567826 1.175843 -0.029947 -0.044119 0.000000 101.300000 0.000000 21.798821 52.169382
-0.152468 -4.388194 2.365624 1.163880 -0.028139 -0.043610 0.000000 101.300000 0.000000 21.798821 52.169382
-0.038230 -4.537184 1.376598 1.157112 -0.013216 -0.026473 0.000000 101.300000 0.000000 21.798821 52.169382
-0.038028 -4.523396 1.536115 1.157071 -0.011687 -0.052306 0.000000 101.300000 0.000000 21.798821 52.169382
-0.234758 -4.475796 2.273243 1.142628 -0.012742 -0.031378 0.000000 101.300000 0.000000 21.798821 52.169382
-0.035786 -4.355704 1.680059 1.143495 -0.013383 -0.032009 0.000000 101.300000 0.000000 21.798821 52.169382
-0.080993 -4.426948 2.101020 1.147055 -0.017478 -0.055024 0.000000 101.300000 0.000000 21.798821 52.169382
-0.304651 -4.437970 1.818573 1.145113 -0.027335 -0.023922 0.000000 101.300000 0.000000 21.798821 52.169382
-0.073308 -4.492489 1.473358 1.147219 -0.032992 -0.039107 0.000000 101.300000 0.000000 21.798821 52.169382
-0.116404 -4.351926 1.988462 1.151805 -0.043276 -0.048848 0.000000 101.300000 0.000000 21.798821 52.169382
-0.248655 -4.550807 1.634520 1.160806 -0.050358 -0.019475 0.000000 101.300000 0.000000 21.798821 52.169382
-0.185136 -4.418218 1.733185 1.162198 -0.052833 -0.050094 0.000000 101.300000 0.000000 21.798821 52.169382
-0.212153 -4.385138 2.415403 1.168332 -0.057278 -0.038170 0.000000 101.300000 0.000000 21.798821 52.169382
-0.200044 -4.625626 1.194392 1.172357 -0.043852 -0.021471 0.000000 101.300000 0.000000 21.798821 52.169382
-0.184969 -4.462810 1.846445 1.173962 -0.044049 -0.051746 0.000000 101.300000 0.000000 21.798821 52.169382
-0.225856 -4.476465 2.317534 1.178958 -0.039507 -0.029316 0.000000 101.300000 0.000000 21.798821 52.169382
-0.132230 -4.595303 1.332131 1.183864 -0.025692 -0.035737 0.000000 101.300000 0.000000 21.798821 52.169382
-0.163782 -4.504835 1.627798 1.182637 -0.018626 -0.045694 0.000000 101.300000 0.000000 21.798821 52.169382
-0.187015 -4.519665 2.480031 1.180138 -0.019861 -0.020653 0.000000 101.300000 0.000000 21.798821 52.169382
0.021956 -4.546481 1.799068 1.183807 -0.005596 -0.050418 0.000000 101.300000 0.000000 21.798821 52.169382
-0.086278 -4.523109 1.572660 1.172382 -0.004302 -0.028331 0.000000 101.300000 0.000000 21.798821 52.169382
-0.126620 -4.503427 2.042964 1.168410 -0.012385 -0.030511 0.000000 101.300000 0.000000 21.798821 52.169382
0.038914 -4.516067 1.809896 1.176047 -0.017998 -0.056767 0.000000 101.300000 0.000000 21.798821 52.169382
-0.272598 -4.493585 1.626803 1.161051 -0.027292 -0.021770 0.000000 101.300000 0.000000 21.798821 52.169382
-0.192629 -4.514516 2.190703 1.164698 -0.041916 -0.043060 0.000000 101.300000 0.000000 21.798821 52.169382
-0.053901 -4.331208 1.612298 1.167754 -0.044502 -0.050541 0.000000 101.300000 0.000000 21.798821 52.169382
-0.296675 -4.549918 1.211533 1.162270 -0.050525 -0.021397 0.000000 101.300000 0.000000 21.798821 52.169382
-0.248862 -4.428836 2.197880 1.163434 -0.055149 -0.046718 0.000000 101.300000 0.000000 21.798821 52.169382
-0.208188 -4.418571 1.690731 1.161843 -0.052244 -0.041047 0.000000 101.300000 0.000000 21.798821 52.169382
-0.329451 -4.614693 2.035505 1.155379 -0.046097 -0.021722 0.000000 101.300000 0.000000 21.798821 52.169382
-0.101938 -4.463989 2.165672 1.154609 -0.042290 -0.050639 0.000000 101.300000 0.000000 21.798821 52.169382
-0.081106 -4.470309 1.153925 1.157035 -0.028179 -0.032560 0.000000 101.300000 0.000000 21.798821 52.169382
-0.282205 -4.617300 1.778228 1.162231 -0.030213 -0.034407 0.000000 101.300000 0.000000 21.798821 52.169382
-0.064172 -4.318135 2.238338 1.158918 -0.024175 -0.051290 0.000000 101.300000 0.000000 21.798821 52.169382
-0.079635 -4.401700 1.906103 1.166851 -0.015176 -0.029098 0.000000 101.300000 0.000000 21.798821 52.169382
-0.174125 -4.601374 2.037559 1.170033 -0.011076 -0.034970 0.000000 101.300000 0.000000 21.798821 52.169382
0.054491 -4.458336 1.293334 1.168747 -0.004415 -0.036435 0.000000 101.300000 0.000000 21.798821 52.169382
-0.116928 -4.487874 1.995068 1.169528 -0.014102 -0.030018 0.000000 101.300000 0.000000 21.798821 52.169382
