1.000000000000000048e-04,-2.929127363430391586e-04,0.000000000000000000e+00
2.000000000000000096e-04,-1.515074520501708672e-04,0.000000000000000000e+00
2.999999999999999737e-04,-3.072129624888706801e-05,0.000000000000000000e+00
4.000000000000000192e-04,7.209271093283321991e-05,0.000000000000000000e+00
5.000000000000000104e-04,1.748225817075169683e-04,0.000000000000000000e+00
5.999999999999999474e-04,2.716078194486645130e-04,0.000000000000000000e+00
6.999999999999999929e-04,3.534454152366959677e-04,0.000000000000000000e+00
8.000000000000000383e-04,4.206234158547422037e-04,0.000000000000000000e+00
8.999999999999999754e-04,4.744320969397858431e-04,0.000000000000000000e+00
1.000000000000000021e-03,5.191274026410732387e-04,0.000000000000000000e+00
1.100000000000000066e-03,5.871438303687793103e-04,0.000000000000000000e+00
1.199999999999999895e-03,6.430790692420132329e-04,0.000000000000000000e+00
1.299999999999999940e-03,6.869000766697716054e-04,0.000000000000000000e+00
1.399999999999999986e-03,7.206506379151303128e-04,0.000000000000000000e+00
1.500000000000000031e-03,7.451087179962988857e-04,0.000000000000000000e+00
1.600000000000000077e-03,7.620030954863242804e-04,0.000000000000000000e+00
1.699999999999999905e-03,7.735587823160295935e-04,0.000000000000000000e+00
1.799999999999999951e-03,8.048857062134183405e-04,0.000000000000000000e+00
1.899999999999999996e-03,8.302982363699573914e-04,0.000000000000000000e+00
2.000000000000000042e-03,8.473501955037323133e-04,0.000000000000000000e+00
2.099999999999999870e-03,8.576641436506103481e-04,0.000000000000000000e+00
2.200000000000000133e-03,8.619933723692083018e-04,0.000000000000000000e+00
2.299999999999999961e-03,8.741253096192824800e-04,0.000000000000000000e+00
2.399999999999999790e-03,8.883555787386592786e-04,0.000000000000000000e+00
2.500000000000000052e-03,8.968542473042824016e-04,0.000000000000000000e+00
2.599999999999999881e-03,9.085471666533724176e-04,0.000000000000000000e+00
2.700000000000000143e-03,9.192799035731781445e-04,0.000000000000000000e+00
2.799999999999999972e-03,9.243263285890763580e-04,0.000000000000000000e+00
2.899999999999999800e-03,9.239760752365802762e-04,0.000000000000000000e+00
3.000000000000000062e-03,9.298788785254236090e-04,0.000000000000000000e+00
3.099999999999999891e-03,9.399571330384845795e-04,0.000000000000000000e+00
3.200000000000000153e-03,9.447672980273689536e-04,0.000000000000000000e+00
3.299999999999999982e-03,9.448974777813876850e-04,0.000000000000000000e+00
3.399999999999999811e-03,9.425959189314975836e-04,0.000000000000000000e+00
3.500000000000000073e-03,9.540157767281507708e-04,0.000000000000000000e+00
3.599999999999999901e-03,9.631252989889448274e-04,0.000000000000000000e+00
3.700000000000000164e-03,9.667297172579311561e-04,0.000000000000000000e+00
3.799999999999999992e-03,9.647532767892970460e-04,0.000000000000000000e+00
3.899999999999999821e-03,9.581630647517824350e-04,0.000000000000000000e+00
4.000000000000000083e-03,9.574881234469703566e-04,0.000000000000000000e+00
4.100000000000000346e-03,9.700078518969962489e-04,0.000000000000000000e+00
4.199999999999999740e-03,9.766417772653238159e-04,0.000000000000000000e+00
4.300000000000000003e-03,9.763200746609161521e-04,0.000000000000000000e+00
4.400000000000000265e-03,9.722364430445580921e-04,0.000000000000000000e+00
4.499999999999999660e-03,9.655022566289368779e-04,0.000000000000000000e+00
4.599999999999999922e-03,9.716036877857767108e-04,0.000000000000000000e+00
4.700000000000000185e-03,9.763325739127004608e-04,0.000000000000000000e+00
4.799999999999999580e-03,9.753550710946273794e-04,0.000000000000000000e+00
4.899999999999999842e-03,9.699985314648970668e-04,0.000000000000000000e+00
5.000000000000000104e-03,9.707636081095237035e-04,0.000000000000000000e+00
5.100000000000000366e-03,9.849088491736678486e-04,0.000000000000000000e+00
5.199999999999999761e-03,9.922965045159124874e-04,0.000000000000000000e+00
5.300000000000000024e-03,9.936798663733087313e-04,0.000000000000000000e+00
5.400000000000000286e-03,9.893851584981024072e-04,0.000000000000000000e+00
5.499999999999999681e-03,9.803914125046644858e-04,0.000000000000000000e+00
5.599999999999999943e-03,9.679124324279008047e-04,0.000000000000000000e+00
5.700000000000000205e-03,9.709824380419710852e-04,0.000000000000000000e+00
5.799999999999999600e-03,9.816505667276773008e-04,0.000000000000000000e+00
5.899999999999999863e-03,9.859492778679715408e-04,0.000000000000000000e+00
6.000000000000000125e-03,9.845885304633462086e-04,0.000000000000000000e+00
